Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Price_Clean,Total_Price,Clean_Tx_ID,Refund_Amount,Status,Is_Returned,Extracted_Order_ID,Ticket_Count
100796,2023-12-07,C0145,Accessories,Wireless Mouse,"43,57 EUR",1,Paid,43.57,43.57,,,,0,100796.0,3.0
100353,,C0010,Electronics ,NoiseCancel Headphones,"297,95 EUR",1,Failed,297.95,297.95,,,,0,,0.0
100352,2023-11-28,C0013, Electronics ,Laptop X,1343,1,Paid,1343.0,1343.0,,,,0,,0.0
100551,,C0200,Electronics,Tablet A,"445,23 EUR",1,Paid,445.23,445.23,,,,0,,0.0
100404,2023-11-29,C0017, Smart Home ,NordTherm,"83,85 EUR",1,Paid,83.85,83.85,,,,0,,0.0
100715,,C0002,Electronics,NoiseCancel Headphones,"330,75 EUR",1,Paid,330.75,330.75,,,,0,,0.0
100170,2023-11-22,C0199,Electronics,TV Pro,"1 050,20 EUR",1,Failed,1.0,1.0,,,,0,,0.0
100431,,C0310,Smart Home,NordLock Pro,"193,31 EUR",1,Paid,193.31,193.31,,,,0,,0.0
100608,2023-12-04,C0024,Smart Home,NordTherm,"81,21 EUR",1,Paid,81.21,81.21,,,,0,,0.0
100648,2023-12-05,C0024,Electronics ,Smartphone Z,834.38,1,Paid,834.38,834.38,,,,0,,0.0
100623,,C0002,Accessories,Laptop Sleeve,"43,96 EUR",2,Paid,43.96,87.92,,,,0,,0.0
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.70,2,Paid,300.7,601.4,,,,0,,0.0
100742,2023-12-07,C0001, Accessories ,USB-C Cable,"10,69 EUR",4,Paid,10.69,42.76,,,,0,,0.0
100873,2023-12-09,C0004,Electronics,Smartphone Z,"863,18 EUR",1,Paid,863.18,863.18,,,,0,,0.0
100078,,C0007,Electronics,Tablet A,"527,12 EUR",1,Paid,527.12,527.12,,,,0,,0.0
101143,2023-12-10,C0001,Electronics ,TV Pro,"970,60 EUR",1,Paid,970.6,970.6,,,,0,,0.0
100910,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,181.92,181.92,,,,0,,0.0
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,187.29,187.29,,,,0,,0.0
100272,,C0003, Electronics ,TV Pro,1118.62,1,Paid,1118.62,1118.62,,,,0,,0.0
100081,,C0091,Electronics,Tablet A,372.51,1,Paid,372.51,372.51,,,,0,,0.0
100280,2023-11-25,C0002,Accessories,Charger,"39,36 EUR",1,Paid,39.36,39.36,,,,0,,0.0
100837,,C0006,Electronics,Tablet A,"702,29 EUR",1,Paid,702.29,702.29,,,,0,,0.0
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,7.12,,,,0,100506.0,1.0
100364,2023-11-28,C0003,Electronics,TV Pro,$1094.93,1,Paid,1094.93,1094.93,,,,0,,0.0
101173,2023-12-07,C0002,Electronics ,Tablet A,$636.80,1,Paid,636.8,636.8,,,,0,,0.0
100612,2023-12-04,C0052, Accessories,Charger,"35,09 EUR",3,Pending,35.09,105.27000000000001,,,,0,,0.0
100040,2023-11-16,C0238,Electronics,Laptop X,1653.40,1,Paid,1653.4,1653.4,,,,0,,0.0
101085,2023-12-13,C0038,Smart Home,NordCam Mini,"91,86 EUR",2,Paid,91.86,183.72,,,,0,,0.0
100412,,C0053,Electronics,TV Pro,1261.41,1,Paid,1261.41,1261.41,,,,0,,0.0
100278,,C0181,Smart Home,NordLock Pro,"247,91 EUR",1,Paid,247.91,247.91,,,,0,,0.0
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,211.15,211.15,,,,0,101101.0,2.0
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185,1,Paid,185.0,185.0,,,,0,,0.0
100827,2023-12-08,C0013, Electronics ,Tablet A,$665.07,1,Paid,665.07,665.07,100827.0,665.07,Processed,1,,0.0
100561,,C0002,Electronics,Tablet A,"771,78 EUR",1,Paid,771.78,771.78,,,,0,,0.0
101183,,C0170,Accessories,Charger,30.35,2,Paid,30.35,60.7,,,,0,,0.0
100426,2023-11-29,C0031,Accessories,Screen Protector,$8.99,2,Failed,8.99,17.98,,,,0,,0.0
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,1536.64,1536.64,,,,0,,0.0
100998,,C0001,Accessories,Laptop Sleeve,"23,36 EUR",1,Failed,23.36,23.36,,,,0,,0.0
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,441.24,441.24,,,,0,101047.0,1.0
100471,2023-11-30,C0019, Smart Home ,NordLock Pro,$180.99,1,Paid,180.99,180.99,,,,0,,0.0
100303,2023-11-26,C0003, Smart Home ,NordLock Pro,224.82,1,Paid,224.82,224.82,,,,0,,0.0
101002,,C0008,Electronics,Tablet A,318.91,1,Paid,318.91,318.91,,,,0,,0.0
100570,2023-12-03,C0001, Accessories,Laptop Sleeve,"19,23 EUR",1,Paid,19.23,19.23,,,,0,,0.0
100058,2023-11-17,C0031,Electronics,TV Pro,"914,97 EUR",1,Paid,914.97,914.97,,,,0,,0.0
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,"180,76 EUR",1,Paid,180.76,180.76,,,,0,100395.0,1.0
100093,2023-11-18,C0004,Electronics ,Smartphone Z,894.13,1,Paid,894.13,894.13,,,,0,,0.0
100798,2023-12-08,C0004, Accessories ,Laptop Sleeve,41.56,1,Paid,41.56,41.56,,,,0,,0.0
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,1597.38,1597.38,,,,0,,0.0
100484,2023-12-01,C0137, Smart Home ,NordCam Mini,80,1,Paid,80.0,80.0,,,,0,100484.0,1.0
100261,2023-11-25,C0010, Electronics ,NoiseCancel Headphones,258.75,1,Paid,258.75,258.75,100261.0,258.75,Processed,1,100261.0,2.0
100084,2023-11-18,C0001, Accessories,Wireless Mouse,"56,31 EUR",1,Paid,56.31,56.31,,,,0,,0.0
100592,2023-12-03,C0024,Smart Home,NordLock Pro,"189,75 EUR",1,Paid,189.75,189.75,,,,0,,0.0
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,1446.04,1446.04,,,,0,,0.0
100042,2023-11-16,C0002,Accessories,Charger,"18,80 EUR",3,Paid,18.8,56.400000000000006,,,,0,,0.0
100327,2023-11-27,C0002,Electronics,Laptop X,$1437.50,1,Paid,1437.5,1437.5,,,,0,,0.0
100087,,C0002, Accessories,Accessory Bundle,32.79,1,Paid,32.79,32.79,,,,0,,0.0
100457,,C0010,Accessories,Screen Protector,5,1,Paid,5.0,5.0,,,,0,,0.0
100965,2023-12-11,C0279, Accessories ,Screen Protector,"12,26 EUR",1,Paid,12.26,12.26,,,,0,100965.0,1.0
101028,2023-12-12,C0044,Accessories,Wireless Mouse,"31,71 EUR",1,Paid,31.71,31.71,,,,0,101028.0,1.0
100731,,C0002,Electronics,TV Pro,"1405,31 EUR",2,Paid,1405.31,2810.62,,,,0,,0.0
100852,,C0113, Accessories ,USB-C Cable,"18,62 EUR",2,Paid,18.62,37.24,,,,0,,0.0
100916,2023-12-10,C0003,Electronics ,Laptop X,"1608,63 EUR",1,Paid,1608.63,1608.63,,,,0,,0.0
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,26.47,52.94,,,,0,101071.0,1.0
101160,2023-11-25,C0004,Accessories,Phone Case,"19,93 EUR",2,Paid,19.93,39.86,,,,0,,0.0
100108,,C0008, Smart Home ,NordPlug,$24.89,1,Paid,24.89,24.89,,,,0,,0.0
100690,2023-12-06,C0003, Smart Home ,NordLock Pro,$192.91,1,Paid,192.91,192.91,,,,0,,0.0
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,45.19,180.76,,,,0,100986.0,1.0
100747,,C0006, Accessories ,Screen Protector,$11.32,4,Paid,11.32,45.28,,,,0,,0.0
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,202.54,202.54,,,,0,,0.0
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,210.88,,,,0,,0.0
100165,,C0001, Electronics ,Smartphone Z,$771.06,1,Paid,771.06,771.06,,,,0,,0.0
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,916.41,916.41,,,,0,,0.0
100039,2023-11-16,C0003,Accessories,Accessory Bundle,"91,93 EUR",2,Paid,91.93,183.86,,,,0,,0.0
100149,2023-11-21,C0001,Electronics,Tablet A,"475,44 EUR",1,Paid,475.44,475.44,,,,0,,0.0
100068,,C0004,Accessories,Accessory Bundle,84.63,2,Paid,84.63,169.26,,,,0,,0.0
100260,2023-11-25,C0003, Electronics ,Smartphone Z,"706,61 EUR",2,Paid,706.61,1413.22,,,,0,,0.0
100558,,C0008,Electronics,Tablet A,$356.42,1,Paid,356.42,356.42,,,,0,,0.0
100184,,C0028, Smart Home ,NordLock Pro,"210,27 EUR",2,Paid,210.27,420.54,,,,0,,0.0
101079,,C0003,Accessories,Charger,"40,81 EUR",1,Paid,40.81,40.81,,,,0,,0.0
101094,2023-12-14,C0030,Electronics,Laptop X,"1326,30 EUR",2,Paid,1326.3,2652.6,,,,0,101094.0,3.0
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,157.39,157.39,,,,0,,0.0
100054,2023-11-17,C0011,Electronics,Laptop X,"1 798,82 EUR",1,Paid,1.0,1.0,,,,0,,0.0
100617,2023-12-04,C0002,Electronics,Tablet A,$351.21,1,Paid,351.21,351.21,,,,0,,0.0
100136,,C0256,Smart Home,NordTherm,85,2,Paid,85.0,170.0,,,,0,,0.0
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,68.13,204.39,,,,0,100974.0,2.0
100955,2023-12-11,C0002, Accessories,Screen Protector,"5,43 EUR",1,Paid,5.43,5.43,,,,0,,0.0
100221,2023-11-24,C0001, Electronics ,TV Pro,"1 386,66 EUR",1,Paid,1.0,1.0,,,,0,,0.0
101060,2023-12-13,C0001,Electronics ,TV Pro,1293.65,1,Paid,1293.65,1293.65,,,,0,,0.0
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,$302.52,1,Paid,302.52,302.52,,,,0,,0.0
101151,2023-12-11,C0007, Accessories ,Accessory Bundle,"44,45 EUR",1,Paid,44.45,44.45,,,,0,,0.0
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201,1,Paid,201.0,201.0,,,,0,100861.0,2.0
100329,2023-11-27,C0001, Accessories ,Phone Case,"12,21 EUR",2,Paid,12.21,24.42,,,,0,,0.0
100835,,C0023,Electronics,Laptop X,"1 517,20 EUR",1,Paid,1.0,1.0,,,,0,,0.0
100312,,C0148,Electronics,Laptop X,$1691.90,1,Paid,1691.9,1691.9,,,,0,,0.0
100377,2023-11-28,C0009,Accessories,USB-C Cable,"19,51 EUR",1,Paid,19.51,19.51,,,,0,,0.0
100639,,C0042,Smart Home,NordLock Pro,"223,67 EUR",2,Paid,223.67,447.34,,,,0,,0.0
101098,2023-12-14,C0001,Accessories,Charger,"22,04 EUR",1,Paid,22.04,22.04,,,,0,,0.0
100173,,C0008,Electronics,Smartphone Z,"1043,81 EUR",1,Paid,1043.81,1043.81,,,,0,,0.0
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,1389.38,1389.38,,,,0,,0.0
100560,,C0196,Electronics,Smartphone Z,$840.55,1,Paid,840.55,840.55,,,,0,,0.0
100289,2023-11-25,C0005, Smart Home ,NordLock Pro,249.63,2,Paid,249.63,499.26,,,,0,,0.0
100294,,C0002, Accessories,USB-C Cable,13.57,2,Paid,13.57,27.14,,,,0,,0.0
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,8.41,25.23,,,,0,,0.0
101154,2023-12-11,C0015,Smart Home,NordLock Pro,"241,95 EUR",1,Paid,241.95,241.95,,,,0,,0.0
100666,,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,22.57,90.28,,,,0,,0.0
100270,,C0031,Accessories,Laptop Sleeve,$17.02,2,Paid,17.02,34.04,,,,0,,0.0
101087,2023-12-14,C0009, Electronics ,Tablet A,484.26,1,Paid,484.26,484.26,,,,0,,0.0
100321,2023-11-27,C0004, Accessories ,Accessory Bundle,"51,76 EUR",1,Paid,51.76,51.76,,,,0,,0.0
100462,2023-11-30,C0009,Electronics,Laptop X,"1389,57 EUR",1,Paid,1389.57,1389.57,,,,0,,0.0
100370,2023-11-28,C0217,Accessories,USB-C Cable,"19,89 EUR",2,Failed,19.89,39.78,,,,0,,0.0
100218,2023-11-23,C0004,Electronics,Smartphone Z,"989,29 EUR",2,Paid,989.29,1978.58,,,,0,,0.0
100083,,C0002,Smart Home,NordLock Pro,215,1,Paid,215.0,215.0,,,,0,,0.0
100273,2023-11-25,C0002,Electronics,Laptop X,"1374,89 EUR",1,Paid,1374.89,1374.89,,,,0,,0.0
100637,2023-12-04,C0003,Electronics,Smartphone Z,713,1,Paid,713.0,713.0,,,,0,,0.0
101103,2023-12-14,C0103, Accessories,Accessory Bundle,63.95,1,Paid,63.95,63.95,,,,0,101103.0,2.0
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,"252,35 EUR",1,Paid,252.35,252.35,,,,0,,0.0
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,27.83,27.83,,,,0,,0.0
100410,2023-11-29,C0026, Accessories ,Accessory Bundle,"35,78 EUR",1,Pending,35.78,35.78,,,,0,,0.0
100401,2023-11-29,C0017,Accessories,Phone Case,10,1,Paid,10.0,10.0,,,,0,,0.0
100438,2023-11-30,C0010, Accessories,Charger,$20.58,1,Paid,20.58,20.58,,,,0,,0.0
100600,,C0043,Accessories,Phone Case,"32,88 EUR",1,Paid,32.88,32.88,,,,0,,0.0
100753,2023-12-07,C0040, Electronics ,Tablet A,"436,32 EUR",1,Paid,436.32,436.32,,,,0,100753.0,1.0
100765,2023-12-07,C0080,Electronics,Laptop X,"1361,87 EUR",1,Paid,1361.87,1361.87,,,,0,,0.0
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201,2,Paid,201.0,402.0,,,,0,,0.0
101064,,C0002,Accessories,Phone Case,16.39,3,Paid,16.39,49.17,,,,0,,0.0
100477,,C0001, Smart Home ,NordLock Pro,$195.76,1,Pending,195.76,195.76,,,,0,,0.0
100936,2023-12-11,C0151,Electronics,TV Pro,"1641,80 EUR",1,Paid,1641.8,1641.8,,,,0,100936.0,2.0
100489,2023-12-01,C0015,Electronics,Tablet A,559,2,Paid,559.0,1118.0,,,,0,,0.0
100238,2023-11-24,C0270,Accessories,USB-C Cable,17,1,Paid,17.0,17.0,,,,0,,0.0
100026,,C0091,Electronics,NoiseCancel Headphones,"192,39 EUR",1,Paid,192.39,192.39,,,,0,,0.0
100244,2023-11-24,C0002,Electronics ,NoiseCancel Headphones,229.51,1,Paid,229.51,229.51,,,,0,,0.0
100828,2023-12-08,C0001, Accessories,Screen Protector,"13,81 EUR",2,Paid,13.81,27.62,,,,0,,0.0
100976,2023-12-11,C0008,Electronics ,Tablet A,"365,96 EUR",1,Paid,365.96,365.96,,,,0,100976.0,1.0
100427,2023-11-29,C0001,Electronics,TV Pro,"1187,16 EUR",1,Paid,1187.16,1187.16,,,,0,,0.0
100023,,C0016, Accessories ,Accessory Bundle,30.78,1,Paid,30.78,30.78,,,,0,,0.0
100256,2023-11-24,C0002, Smart Home ,NordLock Pro,$235.74,1,Paid,235.74,235.74,,,,0,,0.0
100293,2023-11-25,C0001, Accessories,Charger,$40.76,1,Paid,40.76,40.76,,,,0,,0.0
100811,2023-12-08,C0008, Electronics ,NoiseCancel Headphones,"161,34 EUR",1,Paid,161.34,161.34,,,,0,,0.0
100295,2023-11-25,C0001,Electronics,Smartphone Z,"789,49 EUR",1,Paid,789.49,789.49,,,,0,,0.0
100785,2023-12-07,C0034,Electronics,Smartphone Z,"1072,68 EUR",1,Paid,1072.68,1072.68,,,,0,,0.0
100122,2023-11-20,C0113, Accessories,Phone Case,33.56,1,Paid,33.56,33.56,,,,0,100122.0,1.0
100807,2023-12-08,C0007,Accessories,USB-C Cable,"12,72 EUR",1,Paid,12.72,12.72,,,,0,,0.0
100953,2023-12-11,C0015,Smart Home,NordLock Pro,"241,95 EUR",1,Paid,241.95,241.95,,,,0,,0.0
101084,2023-12-13,C0225,Accessories,Laptop Sleeve,$20.38,2,Paid,20.38,40.76,,,,0,,0.0
100317,2023-11-27,C0001,Electronics,Smartphone Z,"724,77 EUR",1,Paid,724.77,724.77,,,,0,,0.0
100679,,C0001,Smart Home,NordLock Pro,197.29,1,Pending,197.29,197.29,,,,0,,0.0
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,207.18,207.18,,,,0,100503.0,6.0
100190,2023-11-22,C0215,Electronics,Smartphone Z,"846,71 EUR",2,Paid,846.71,1693.42,,,,0,,0.0
100763,,C0001,Accessories,USB-C Cable,"16,94 EUR",1,Paid,16.94,16.94,,,,0,,0.0
100171,2023-11-22,C0090,Accessories,Charger,$28.87,4,Paid,28.87,115.48,,,,0,100171.0,1.0
100155,,C0003,Electronics ,TV Pro,"1019,81 EUR",1,Paid,1019.81,1019.81,,,,0,,0.0
100177,,C0002,Electronics,NoiseCancel Headphones,309,1,Paid,309.0,309.0,,,,0,,0.0
100350,2023-11-27,C0038, Accessories ,Charger,$34.12,2,Paid,34.12,68.24,,,,0,100350.0,1.0
100991,2023-12-12,C0107, Electronics ,Tablet A,$427.39,1,Failed,427.39,427.39,,,,0,,0.0
101066,2023-12-13,C0007,Electronics,NoiseCancel Headphones,258.62,1,Pending,258.62,258.62,,,,0,,0.0
100583,2023-12-03,C0001, Electronics ,TV Pro,"1181,73 EUR",1,Paid,1181.73,1181.73,,,,0,,0.0
101191,2023-11-15,C0002,Electronics,Tablet A,"488,25 EUR",1,Paid,488.25,488.25,,,,0,,0.0
101035,2023-12-12,C0001, Smart Home ,NordLock Pro,"195,28 EUR",2,Paid,195.28,390.56,,,,0,101035.0,1.0
100578,2023-12-03,C0012, Accessories ,Wireless Mouse,"51,21 EUR",1,Pending,51.21,51.21,,,,0,,0.0
101031,,C0020,Smart Home,NordLock Pro,"205,55 EUR",1,Paid,205.55,205.55,,,,0,,0.0
100524,2023-12-02,C0104, Accessories ,Wireless Mouse,"18,15 EUR",1,Paid,18.15,18.15,,,,0,,0.0
100777,2023-12-07,C0206, Accessories ,Phone Case,"16,43 EUR",1,Paid,16.43,16.43,,,,0,,0.0
101175,2023-12-07,C0004,Electronics,Smartphone Z,"893,14 EUR",1,Paid,893.14,893.14,,,,0,,0.0
100607,2023-12-04,C0054,Electronics ,Laptop X,1698.65,1,Paid,1698.65,1698.65,,,,0,100607.0,1.0
100983,2023-12-11,C0038,Accessories,Laptop Sleeve,"38,52 EUR",2,Paid,38.52,77.04,,,,0,,0.0
100562,,C0142, Accessories ,USB-C Cable,"17,33 EUR",1,Paid,17.33,17.33,,,,0,,0.0
100842,2023-12-08,C0007,Electronics,Laptop X,"1714,94 EUR",1,Paid,1714.94,1714.94,100842.0,1714.94,Processed,1,,0.0
101187,2023-11-29,C0017, Smart Home ,NordTherm,"83,85 EUR",1,Paid,83.85,83.85,,,,0,,0.0
100630,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,13.89,13.89,,,,0,100630.0,1.0
100898,2023-12-10,C0001,Smart Home,NordLock Pro,"241,97 EUR",1,Paid,241.97,241.97,,,,0,,0.0
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,56.08,56.08,100067.0,56.08,Processed,1,,0.0
100714,,C0001,Accessories,Screen Protector,12.92,1,Paid,12.92,12.92,,,,0,,0.0
100182,2023-11-22,C0001,Electronics,TV Pro,$1046.88,1,Failed,1046.88,1046.88,,,,0,,0.0
100958,2023-12-11,C0001,Accessories,Charger,43,3,Paid,43.0,129.0,,,,0,,0.0
100696,2023-12-06,C0135, Smart Home ,NordLock Pro,225,2,Paid,225.0,450.0,,,,0,100696.0,3.0
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,322.05,322.05,,,,0,,0.0
100938,,C0014,Electronics ,Smartphone Z,"782,74 EUR",1,Failed,782.74,782.74,,,,0,,0.0
100733,2023-12-06,C0050, Accessories,Charger,48.23,3,Paid,48.23,144.69,,,,0,,0.0
100913,2023-12-10,C0001,Accessories,Wireless Mouse,"19,15 EUR",1,Paid,19.15,19.15,,,,0,100913.0,1.0
100644,2023-12-04,C0301, Accessories,USB-C Cable,"9,53 EUR",2,Paid,9.53,19.06,,,,0,100644.0,3.0
100541,2023-12-02,C0020,Accessories,Wireless Mouse,"58,32 EUR",1,Paid,58.32,58.32,,,,0,,0.0
100621,,C0003,Electronics,Laptop X,"1 776,33 EUR",1,Paid,1.0,1.0,,,,0,,0.0
100577,2023-12-03,C0002, Smart Home ,NordLock Pro,$213.50,2,Paid,213.5,427.0,100577.0,427.0,Processed,1,,0.0
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,1532.19,1532.19,,,,0,,0.0
100080,,C0002,Accessories,Accessory Bundle,"35,86 EUR",2,Paid,35.86,71.72,,,,0,,0.0
100911,2023-12-10,C0003,Electronics,NoiseCancel Headphones,254.21,1,Paid,254.21,254.21,,,,0,,0.0
100820,2023-12-08,C0001,Accessories,Accessory Bundle,61.58,3,Failed,61.58,184.74,,,,0,,0.0
100990,2023-12-12,C0157, Electronics ,NoiseCancel Headphones,"328,41 EUR",2,Paid,328.41,656.82,,,,0,100990.0,1.0
100634,,C0002,Electronics,Smartphone Z,"810,82 EUR",1,Paid,810.82,810.82,,,,0,,0.0
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38,1,Paid,38.0,38.0,,,,0,,0.0
100906,,C0048, Electronics ,NoiseCancel Headphones,$158.01,1,Paid,158.01,158.01,,,,0,,0.0
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,1608.06,1608.06,,,,0,,0.0
101117,2023-12-14,C0018, Accessories,Charger,27,2,Paid,27.0,54.0,,,,0,,0.0
100755,2023-12-07,C0003, Accessories,Accessory Bundle,76.30,2,Paid,76.3,152.6,,,,0,,0.0
100483,2023-12-01,C0001,Smart Home,NordLock Pro,"216,17 EUR",1,Paid,216.17,216.17,,,,0,,0.0
100047,2023-11-17,C0006,Smart Home,NordLock Pro,208.67,1,Paid,208.67,208.67,,,,0,,0.0
100605,2023-12-04,C0013,Smart Home,NordTherm,"142,49 EUR",1,Paid,142.49,142.49,,,,0,,0.0
100124,2023-11-20,C0004,Electronics,NoiseCancel Headphones,"233,73 EUR",1,Paid,233.73,233.73,,,,0,,0.0
